휴가자수,공휴일후,식사가능인원,요일넘버,출장자수,월,공휴일전,정원수,연차쓰기좋은날,야근수,종류,일,반찬1,요일,재택근무자수,국,중식계,메인메뉴범주_조림,메인메뉴범주_찜,메인메뉴범주_샐러드,메인메뉴범주_국물,메인메뉴범주_튀김,메인메뉴범주_볶음,메인메뉴범주_구이
38,0,2408.0,3,268,3,0,2714,0,406,한식,8,9,4,0,5,973,0,0,0,0,0,1,0
123,0,2297.0,4,294,3,0,2714,0,77,한식,9,6,5,0,3,716,0,0,0,0,0,1,0
69,0,2428.0,0,217,3,0,2714,0,591,한식,12,8,1,0,4,1361,0,0,0,0,0,1,0
39,0,2426.0,1,249,3,0,2714,0,556,한식,13,1,2,0,3,997,1,0,0,0,0,0,0
56,0,2413.0,2,245,3,0,2714,0,0,중식,14,2,3,0,4,948,0,0,0,1,0,0,0
47,0,2397.0,3,270,3,0,2714,0,359,일식,15,5,4,0,5,975,1,0,0,0,0,0,0
135,0,2277.0,4,302,3,0,2714,0,75,한식,16,2,5,0,4,707,0,0,0,0,0,1,0
80,0,2410.0,0,224,3,0,2714,0,503,한식,19,7,1,0,5,1159,0,0,0,0,0,1,0
46,0,2422.0,1,246,3,0,2714,0,445,한식,20,2,2,0,4,1040,0,0,0,1,0,0,0
45,0,2406.0,2,263,3,0,2714,0,0,한식,21,5,3,0,3,1092,0,0,0,1,0,0,0
56,0,2368.0,3,290,3,0,2714,0,327,한식,22,2,4,0,4,899,0,0,0,0,1,0,0
174,0,2233.0,4,307,3,0,2714,0,51,일식,23,1,5,0,4,759,0,0,0,0,1,0,0
125,0,2363.0,0,226,3,0,2714,0,448,한식,26,5,1,0,3,1276,0,0,0,0,0,1,0
52,0,2404.0,1,258,3,0,2714,0,408,한식,27,7,2,0,4,1005,0,1,0,0,0,0,0
45,0,2417.0,2,252,3,0,2714,0,0,중식,28,5,3,0,4,926,0,0,0,0,1,0,0
51,0,2390.0,3,273,3,0,2714,0,302,중식,29,3,4,0,3,936,0,0,0,0,0,1,0
196,0,2222.0,4,296,3,0,2714,0,43,한식,30,6,5,0,4,616,0,0,0,0,0,1,0
83,0,2407.0,0,224,4,0,2714,0,481,한식,2,6,1,0,4,1212,0,0,0,0,0,1,0
56,0,2392.0,1,266,4,0,2714,0,438,한식,3,8,2,0,5,800,0,0,0,0,0,1,0
64,0,2383.0,2,267,4,0,2714,0,0,한식,4,5,3,0,4,903,0,0,0,0,0,0,1
69,0,2360.0,3,285,4,0,2714,0,378,중식,5,6,4,0,4,849,1,0,0,0,0,0,0
220,0,2199.0,4,295,4,0,2714,0,49,한식,6,5,5,0,4,741,0,0,0,0,1,0,0
118,0,2375.0,0,221,4,0,2714,0,523,한식,9,7,1,0,4,1283,0,0,0,0,0,1,0
66,0,2392.0,1,256,4,0,2714,0,420,한식,10,8,2,0,5,855,1,0,0,0,0,0,0
23,0,2452.0,2,239,4,0,2714,0,0,한식,11,2,3,0,4,804,0,0,0,0,0,1,0
40,0,2406.0,3,268,4,0,2714,0,384,한식,12,2,4,0,4,796,1,0,0,0,0,0,0
164,0,2258.0,4,292,4,0,2714,0,45,한식,13,5,5,0,4,652,0,1,0,0,0,0,0
84,0,2396.0,0,234,4,0,2714,0,484,한식,16,8,1,0,4,1195,0,0,0,0,0,1,0
39,0,2414.0,1,261,4,0,2714,0,413,한식,17,9,2,0,4,900,0,0,0,0,0,0,1
49,0,2397.0,2,268,4,0,2714,0,0,한식,18,5,3,0,4,922,0,0,0,0,1,0,0
98,0,2328.0,3,288,4,0,2714,0,285,한식,19,7,4,0,5,846,0,0,0,0,0,1,0
194,0,2217.0,4,303,4,0,2714,0,42,한식,20,2,5,0,4,605,0,0,0,0,1,0,0
89,0,2390.0,0,235,4,0,2714,0,440,중식,23,6,1,0,4,1246,1,0,0,0,0,0,0
60,0,2380.0,1,274,4,0,2714,0,360,중식,24,5,2,0,3,940,0,0,0,0,1,0,0
66,0,2363.0,2,285,4,0,2714,0,0,한식,25,2,3,0,4,851,0,0,0,0,1,0,0
69,0,2352.0,3,293,4,0,2714,0,266,한식,26,5,4,0,4,761,0,1,0,0,0,0,0
205,0,2205.0,4,304,4,0,2714,0,40,한식,27,7,5,0,4,674,0,0,0,0,0,0,1
646,0,1888.0,0,180,4,0,2714,0,107,일식,30,5,1,0,5,629,1,0,0,0,0,0,0
110,0,2364.0,2,247,5,0,2721,0,0,중식,2,3,3,0,4,1137,0,0,1,0,0,0,0
102,0,2323.0,3,296,5,0,2721,0,332,일식,3,1,4,0,4,883,0,0,0,0,1,0,0
241,0,2196.0,4,284,5,1,2721,1,57,한식,4,7,5,0,4,630,0,0,0,0,0,1,0
133,1,2357.0,1,231,5,0,2721,1,590,한식,8,8,2,0,4,1225,0,0,0,0,0,1,0
86,0,2366.0,2,269,5,0,2721,0,0,중식,9,2,3,0,4,919,0,0,0,1,0,0,0
80,0,2350.0,3,291,5,0,2721,0,369,한식,10,7,4,0,4,763,0,0,0,0,0,1,0
183,0,2242.0,4,296,5,0,2721,0,48,한식,11,2,5,0,3,602,0,0,0,0,0,1,0
100,0,2392.0,0,229,5,0,2721,0,490,한식,14,9,1,0,4,1229,0,0,0,0,0,0,1
64,0,2385.0,1,272,5,0,2721,0,457,한식,15,7,2,0,4,1004,0,1,0,0,0,0,0
58,0,2399.0,2,264,5,0,2721,0,0,일식,16,3,3,0,4,1031,0,0,0,0,0,0,1
71,0,2372.0,3,278,5,0,2721,0,343,한식,17,5,4,0,4,811,0,0,0,1,0,0,0
145,0,2274.0,4,302,5,0,2721,0,29,한식,18,6,5,0,3,563,0,0,0,0,0,1,0
861,0,1716.0,0,144,5,1,2721,1,139,한식,21,8,1,0,4,543,0,0,0,0,0,1,0
89,1,2386.0,2,246,5,0,2721,0,0,한식,23,5,3,0,4,1065,0,0,0,0,1,0,0
64,0,2376.0,3,281,5,0,2721,0,379,한식,24,7,4,0,4,754,0,1,0,0,0,0,0
136,0,2292.0,4,293,5,0,2721,0,70,한식,25,2,5,0,4,594,0,0,0,0,0,0,1
92,0,2408.0,0,221,5,0,2721,0,495,한식,28,7,1,0,4,1306,0,0,0,0,0,1,0
73,0,2390.0,1,258,5,0,2721,0,422,한식,29,2,2,0,4,931,0,0,0,0,0,1,0
80,0,2360.0,2,281,5,0,2721,0,0,일식,30,1,3,0,4,876,0,0,0,0,1,0,0
90,0,2348.0,3,283,5,0,2721,0,242,중식,31,7,4,0,5,856,0,1,0,0,0,0,0
180,0,2257.0,0,291,6,0,2728,0,55,한식,1,5,1,0,4,649,0,0,0,0,1,0,0
158,0,2355.0,0,215,6,0,2728,0,519,한식,4,7,1,0,4,1211,0,0,0,0,0,1,0
163,0,2332.0,1,233,6,1,2728,0,253,한식,5,5,2,0,4,884,0,0,0,0,0,1,0
187,1,2276.0,3,265,6,0,2728,0,379,중식,7,3,4,0,4,890,0,0,0,0,0,1,0
252,0,2188.0,4,288,6,0,2728,0,65,한식,8,3,5,0,5,631,0,0,0,0,0,0,1
153,0,2380.0,0,195,6,0,2728,0,490,한식,11,8,1,0,4,1228,0,0,0,0,0,1,0
156,0,2338.0,1,234,6,1,2728,0,249,한식,12,2,2,0,3,905,0,1,0,0,0,0,0
190,1,2278.0,3,260,6,0,2728,0,381,한식,14,5,4,0,4,936,0,0,0,0,1,0,0
234,0,2199.0,4,295,6,0,2728,0,44,한식,15,2,5,0,4,639,0,0,0,0,0,1,0
87,0,2412.0,0,229,6,0,2728,0,335,한식,18,9,1,0,4,1069,0,0,0,0,0,0,1
68,0,2413.0,1,247,6,0,2728,0,415,일식,19,2,2,0,5,952,1,0,0,0,0,0,0
73,0,2398.0,2,257,6,0,2728,0,0,한식,20,4,3,0,4,875,0,0,0,0,0,0,1
72,0,2374.0,3,282,6,0,2728,0,329,한식,21,8,4,0,4,791,0,0,0,0,0,1,0
178,0,2245.0,4,305,6,0,2728,0,50,한식,22,2,5,0,3,552,0,0,0,0,1,0,0
104,0,2384.0,0,240,6,0,2728,0,424,한식,25,5,1,0,5,1128,0,0,0,0,0,1,0
71,0,2414.0,1,243,6,0,2728,0,384,중식,26,6,2,0,4,1012,1,0,0,0,0,0,0
66,0,2385.0,2,277,6,0,2728,0,0,중식,27,7,3,0,4,957,0,0,0,0,1,0,0
83,0,2359.0,3,286,6,0,2728,0,234,한식,28,7,4,0,4,803,0,1,0,0,0,0,0
210,0,2219.0,4,299,6,0,2728,0,12,한식,29,3,5,0,3,507,1,0,0,0,0,0,0
96,0,2399.0,0,209,7,0,2704,0,130,한식,2,7,1,0,4,1258,0,0,0,0,0,1,0
71,0,2413.0,1,220,7,0,2704,0,232,한식,3,8,2,0,4,975,1,0,0,0,0,0,0
94,0,2373.0,2,237,7,0,2704,0,0,중식,4,2,3,0,4,791,0,0,0,1,0,0,0
93,0,2341.0,3,270,7,0,2704,0,234,한식,5,5,4,0,4,876,0,0,0,1,0,0,0
194,0,2221.0,4,289,7,0,2704,0,36,중식,6,7,5,0,4,661,0,1,0,0,0,0,0
139,0,2337.0,0,228,7,0,2704,0,300,한식,9,7,1,0,4,1097,0,0,0,0,0,1,0
96,0,2357.0,1,251,7,0,2704,0,292,한식,10,9,2,0,3,838,0,0,0,0,0,0,1
95,0,2354.0,2,255,7,0,2704,0,1,한식,11,2,3,0,4,894,0,0,0,0,1,0,0
102,0,2332.0,3,270,7,0,2704,0,244,중식,12,5,4,0,4,764,0,0,0,0,1,0,0
200,0,2202.0,4,302,7,0,2704,0,29,한식,13,7,5,0,5,585,0,1,0,0,0,0,0
150,0,2355.0,0,199,7,0,2704,0,318,한식,16,8,1,0,4,1061,0,0,0,0,0,1,0
111,0,2337.0,1,256,7,0,2704,0,307,특식,17,3,2,0,1,1116,0,0,1,0,0,0,0
108,0,2342.0,2,254,7,0,2704,0,0,일식,18,2,3,0,4,839,0,0,0,0,1,0,0
113,0,2306.0,3,285,7,0,2704,0,265,한식,19,5,4,0,4,748,0,1,0,0,0,0,0
273,0,2140.0,4,291,7,0,2704,0,49,한식,20,7,5,0,4,489,0,0,0,0,0,1,0
224,0,2257.0,0,223,7,0,2704,0,341,한식,23,7,1,0,5,991,0,0,0,0,0,1,0
201,0,2271.0,1,232,7,0,2704,0,392,한식,24,2,2,0,4,886,0,0,0,0,0,0,1
226,0,2222.0,2,256,7,0,2704,0,1,중식,25,5,3,0,3,760,0,0,0,0,1,0,0
272,0,2167.0,3,265,7,0,2704,0,299,한식,26,7,4,0,4,714,0,1,0,0,0,0,0
403,0,2030.0,4,271,7,0,2704,0,59,한식,27,4,5,0,3,589,0,0,0,0,0,1,0
487,0,2024.0,0,193,7,0,2704,0,401,한식,30,5,1,0,4,944,0,0,0,0,0,1,0
433,0,2043.0,1,228,7,0,2704,0,287,한식,31,8,2,0,4,789,0,0,0,0,0,1,0
489,0,2298.0,2,209,8,0,2996,0,0,일식,1,4,3,0,4,820,1,0,0,0,0,0,0
548,0,2219.0,3,229,8,0,2996,0,209,한식,2,2,4,0,4,631,1,0,0,0,0,0,0
665,0,2089.0,4,242,8,0,2996,0,34,한식,3,5,5,0,4,540,0,0,0,0,0,0,1
504,0,2334.0,0,158,8,0,2996,0,333,한식,6,8,1,0,4,1092,0,0,0,0,0,1,0
469,0,2321.0,1,206,8,0,2996,0,366,한식,7,2,2,0,4,773,0,0,0,0,0,1,0
470,0,2291.0,2,235,8,0,2996,0,0,중식,8,7,3,0,4,896,0,0,0,0,1,0,0
491,0,2278.0,3,227,8,0,2996,0,271,한식,9,7,4,0,4,821,1,0,0,0,0,0,0
562,0,2180.0,4,254,8,0,2996,0,30,한식,10,2,5,0,4,548,0,0,0,0,0,0,1
575,0,2237.0,0,184,8,0,2996,0,297,한식,13,7,1,0,4,930,0,0,0,0,0,1,0
551,0,2228.0,1,217,8,1,2996,0,153,한식,14,2,2,0,3,772,0,0,0,1,0,0,0
481,1,2287.0,3,228,8,0,2996,0,228,한식,16,3,4,0,3,789,0,0,0,0,0,0,1
530,0,2221.0,4,245,8,0,2996,0,30,한식,17,8,5,0,5,646,1,0,0,0,0,0,0
204,0,2586.0,0,206,8,0,2996,0,475,한식,20,9,1,0,4,1199,0,0,0,0,0,0,1
168,0,2591.0,1,237,8,0,2996,0,355,한식,21,8,2,0,4,972,0,0,0,0,0,1,0
147,0,2611.0,2,238,8,0,2996,0,0,일식,22,2,3,0,4,1000,0,0,0,0,1,0,0
132,0,2601.0,3,263,8,0,2996,0,289,한식,23,2,4,0,4,835,0,0,0,0,0,0,1
219,0,2493.0,4,284,8,0,2996,0,46,한식,24,5,5,0,4,678,0,0,0,0,1,0,0
138,0,2632.0,0,226,8,0,2996,0,492,한식,27,8,1,0,4,1221,0,0,0,0,0,1,0
104,0,2649.0,1,243,8,0,2996,0,376,중식,28,2,2,0,3,873,0,0,0,1,0,0,0
103,0,2635.0,2,258,8,0,2996,0,0,한식,29,5,3,0,4,915,0,0,0,0,1,0,0
106,0,2626.0,3,264,8,0,2996,0,304,한식,30,3,4,0,4,849,1,0,0,0,0,0,0
216,0,2491.0,4,289,8,0,2996,0,70,한식,31,6,5,0,4,817,0,0,0,0,0,1,0
122,0,2408.0,0,233,9,0,2763,0,393,한식,3,8,1,0,4,1213,0,0,0,0,0,1,0
91,0,2410.0,1,262,9,0,2763,0,404,중식,4,7,2,0,4,938,0,1,0,0,0,0,0
93,0,2401.0,2,269,9,0,2763,0,0,중식,5,3,3,0,4,829,0,0,1,0,0,0,0
106,0,2374.0,3,283,9,0,2763,0,280,한식,6,5,4,0,5,830,0,1,0,0,0,0,0
164,0,2296.0,4,303,9,0,2763,0,56,한식,7,6,5,0,4,581,0,0,0,0,0,1,0
99,0,2421.0,0,243,9,0,2763,0,343,한식,10,8,1,0,4,1144,0,0,0,0,0,1,0
67,0,2424.0,1,272,9,0,2763,0,370,한식,11,5,2,0,3,960,0,1,0,0,0,0,0
73,0,2390.0,2,300,9,0,2763,0,0,일식,12,2,3,0,4,805,0,0,0,0,1,0,0
67,0,2390.0,3,306,9,0,2763,0,297,한식,13,7,4,0,4,882,0,1,0,0,0,0,0
174,0,2276.0,4,313,9,0,2763,0,132,한식,14,8,5,0,4,405,0,0,0,0,0,1,0
91,0,2420.0,0,252,9,0,2763,0,465,한식,17,7,1,0,5,1189,0,0,0,0,0,1,0
67,0,2407.0,1,289,9,0,2763,0,446,중식,18,6,2,0,3,946,1,0,0,0,0,0,0
77,0,2398.0,2,288,9,0,2763,0,0,일식,19,3,3,0,4,833,0,0,0,0,0,1,0
93,0,2393.0,3,277,9,0,2763,0,385,한식,20,8,4,0,5,817,1,0,0,0,0,0,0
260,0,2262.0,4,241,9,1,2763,1,51,한식,21,7,5,0,4,929,0,1,0,0,0,0,0
424,0,2148.0,0,233,10,1,2805,1,216,한식,8,8,1,0,5,895,0,0,0,0,0,1,0
80,1,2493.0,2,232,10,0,2805,0,1044,한식,10,7,3,0,4,1319,0,0,0,0,1,0,0
67,0,2498.0,3,240,10,0,2805,0,430,한식,11,2,4,0,4,1211,0,0,0,0,0,1,0
192,0,2325.0,4,288,10,0,2805,0,28,한식,12,3,5,0,3,622,0,0,0,0,0,0,1
101,0,2461.0,0,243,10,0,2805,0,268,한식,15,8,1,0,4,1235,0,0,0,0,0,1,0
63,0,2469.0,1,273,10,0,2805,0,315,한식,16,3,2,0,3,928,0,0,0,0,0,0,1
68,0,2443.0,2,294,10,0,2805,0,0,한식,17,2,3,0,4,761,0,0,0,0,1,0,0
74,0,2432.0,3,299,10,0,2805,0,175,한식,18,7,4,0,4,857,0,0,0,0,0,1,0
207,0,2295.0,4,303,10,0,2805,0,40,한식,19,5,5,0,5,627,0,0,0,0,0,1,0
141,0,2428.0,0,236,10,0,2805,0,290,한식,22,8,1,0,4,1176,0,0,0,0,0,1,0
73,0,2455.0,1,277,10,0,2805,0,243,한식,23,5,2,0,4,902,0,0,0,1,0,0,0
82,0,2424.0,2,299,10,0,2805,0,1,한식,24,7,3,0,4,777,0,1,0,0,0,0,0
110,0,2380.0,3,315,10,0,2805,0,158,한식,25,6,4,0,4,722,0,0,0,0,0,1,0
263,0,2234.0,4,308,10,0,2805,0,25,한식,26,2,5,0,4,528,0,0,0,0,0,1,0
155,0,2400.0,0,250,10,0,2805,0,316,한식,29,8,1,0,5,1156,0,0,0,0,0,1,0
89,0,2416.0,1,300,10,0,2805,0,206,중식,30,7,2,0,5,932,0,1,0,0,0,0,0
111,0,2388.0,2,306,10,0,2805,0,0,일식,31,1,3,0,4,930,0,0,0,0,1,0,0
89,0,2427.0,3,299,11,0,2815,0,172,한식,1,5,4,0,4,703,0,0,0,0,1,0,0
211,0,2305.0,4,299,11,0,2815,0,43,한식,2,9,5,0,4,539,0,0,0,0,0,0,1
104,0,2463.0,0,248,11,0,2815,0,391,한식,5,2,1,0,3,1088,0,0,0,0,0,1,0
69,0,2477.0,1,269,11,0,2815,0,393,일식,6,5,2,0,4,813,1,0,0,0,0,0,0
68,0,2448.0,2,299,11,0,2815,0,0,중식,7,7,3,0,4,860,0,0,0,1,0,0,0
72,0,2458.0,3,285,11,0,2815,0,305,한식,8,5,4,0,4,926,0,0,0,0,0,1,0
185,0,2328.0,4,302,11,0,2815,0,38,한식,9,2,5,0,3,496,0,0,0,0,0,0,1
123,0,2464.0,0,228,11,0,2815,0,401,한식,12,8,1,0,4,1154,0,0,0,0,0,1,0
91,0,2444.0,1,280,11,0,2815,0,328,한식,13,7,2,0,4,783,0,0,0,0,1,0,0
89,0,2463.0,2,263,11,0,2815,0,0,한식,14,5,3,0,4,800,0,0,0,0,1,0,0
147,0,2386.0,3,282,11,0,2815,0,291,한식,15,7,4,0,4,747,0,0,0,0,0,1,0
251,0,2269.0,4,295,11,0,2815,0,59,한식,16,8,5,0,5,616,0,0,0,0,0,1,0
118,0,2467.0,0,230,11,0,2815,0,416,한식,19,7,1,0,5,1124,0,0,0,0,0,1,0
70,0,2467.0,1,278,11,0,2815,0,344,한식,20,6,2,0,4,740,0,0,0,0,0,1,0
81,0,2444.0,2,290,11,0,2815,0,0,일식,21,2,3,0,4,832,0,0,0,0,1,0,0
80,0,2448.0,3,287,11,0,2815,0,325,한식,22,5,4,0,4,718,0,0,0,1,0,0,0
222,0,2288.0,4,305,11,0,2815,0,57,한식,23,8,5,0,4,527,0,0,0,0,0,1,0
107,0,2493.0,0,215,11,0,2815,0,447,한식,26,5,1,0,4,1077,0,0,0,0,0,1,0
60,0,2491.0,1,264,11,0,2815,0,418,한식,27,8,2,0,4,839,0,0,0,0,0,1,0
69,0,2448.0,2,298,11,0,2815,0,1,한식,28,2,3,0,4,862,0,0,0,0,1,0,0
86,0,2436.0,3,293,11,0,2815,0,354,중식,29,7,4,0,4,794,0,0,0,1,0,0,0
196,0,2305.0,4,314,11,0,2815,0,60,한식,30,2,5,0,4,543,0,0,0,1,0,0,0
80,0,2579.0,0,187,12,0,2846,0,798,한식,3,6,1,0,4,1248,0,0,0,0,0,1,0
64,0,2536.0,1,246,12,0,2846,0,802,중식,4,5,2,0,3,911,0,0,0,0,1,0,0
87,0,2505.0,2,254,12,0,2846,0,0,한식,5,8,3,0,4,885,0,0,0,0,0,1,0
90,0,2490.0,3,266,12,0,2846,0,589,한식,6,9,4,0,4,765,0,0,0,0,0,1,0
182,0,2364.0,4,300,12,0,2846,0,83,한식,7,8,5,0,4,674,1,0,0,0,0,0,0
98,0,2544.0,0,204,12,0,2846,0,863,한식,10,7,1,0,4,1201,0,0,0,0,0,1,0
69,0,2527.0,1,250,12,0,2846,0,716,한식,11,7,2,0,4,883,0,1,0,0,0,0,0
75,0,2509.0,2,262,12,0,2846,0,0,한식,12,2,3,0,4,788,0,0,0,0,1,0,0
65,0,2528.0,3,253,12,0,2846,0,652,중식,13,7,4,0,5,765,0,1,0,0,0,0,0
160,0,2409.0,4,277,12,0,2846,0,113,양식,14,1,5,0,5,664,0,0,0,0,0,0,1
90,0,2555.0,0,201,12,0,2846,0,602,한식,17,8,1,0,4,1170,0,0,0,0,0,1,0
87,0,2516.0,1,243,12,0,2846,0,525,한식,18,5,2,0,4,813,0,0,0,1,0,0,0
86,0,2504.0,2,256,12,0,2846,0,0,중식,19,2,3,0,4,710,0,0,0,1,0,0,0
106,0,2498.0,3,242,12,0,2846,0,235,한식,20,7,4,0,4,784,0,1,0,0,0,0,0
175,0,2410.0,4,261,12,0,2846,0,163,한식,21,2,5,0,3,456,1,0,0,0,0,0,0
894,0,1793.0,0,159,12,1,2846,1,26,한식,24,9,1,0,4,296,0,0,0,0,0,0,1
184,1,2421.0,2,241,12,0,2846,0,0,한식,26,7,3,0,4,695,0,0,0,0,0,1,0
182,0,2411.0,3,253,12,0,2846,0,132,한식,27,2,4,0,4,517,0,0,0,0,0,1,0
315,0,2267.0,4,264,12,0,2846,0,18,한식,28,8,5,0,4,491,0,0,0,0,0,1,0
1085,0,1629.0,0,132,12,1,2846,1,28,한식,31,8,1,0,4,332,0,0,0,0,0,1,0
108,1,2748.0,2,129,1,0,2985,0,0,한식,2,8,3,0,4,1201,0,1,0,0,0,0,0
120,0,2658.0,3,207,1,0,2985,0,444,한식,3,5,4,0,3,858,0,1,0,0,0,0,0
218,0,2533.0,4,234,1,0,2985,0,65,한식,4,8,5,0,4,668,0,0,0,0,0,1,0
113,0,2661.0,0,211,1,0,2985,0,439,한식,7,8,1,0,4,1072,0,0,0,0,0,1,0
98,0,2664.0,1,223,1,0,2985,0,444,양식,8,1,2,0,4,839,0,0,0,0,0,0,1
85,0,2675.0,2,225,1,0,2985,0,0,한식,9,5,3,0,4,778,0,0,0,0,1,0,0
94,0,2648.0,3,243,1,0,2985,0,363,중식,10,7,4,0,3,767,0,0,0,1,0,0,0
177,0,2557.0,4,251,1,0,2985,0,1,중식,11,3,5,0,5,627,0,0,0,0,0,1,0
99,0,2700.0,0,186,1,0,2985,0,487,한식,14,7,1,0,5,1163,0,0,0,0,0,1,0
71,0,2691.0,1,223,1,0,2985,0,417,한식,15,7,2,0,5,963,0,1,0,0,0,0,0
80,0,2677.0,2,228,1,0,2985,0,0,중식,16,6,3,0,4,1021,1,0,0,0,0,0,0
71,0,2667.0,3,247,1,0,2985,0,326,한식,17,6,4,0,4,837,0,0,0,0,0,1,0
196,0,2513.0,4,276,1,0,2985,0,1,한식,18,5,5,0,4,585,0,0,0,0,1,0,0
114,0,2672.0,0,199,1,0,2985,0,468,한식,21,8,1,0,4,1270,0,0,0,0,0,1,0
73,0,2682.0,1,230,1,0,2985,0,436,한식,22,5,2,0,4,889,0,0,0,1,0,0,0
86,0,2675.0,2,224,1,0,2985,0,0,일식,23,2,3,0,4,958,0,0,0,0,1,0,0
91,0,2653.0,3,241,1,0,2985,0,401,중식,24,7,4,0,4,827,0,0,0,1,0,0,0
186,0,2532.0,4,267,1,0,2985,0,1,한식,25,8,5,0,4,667,0,0,0,0,0,1,0
94,0,2688.0,0,203,1,0,2985,0,426,한식,28,7,1,0,4,1140,0,0,0,0,0,1,0
61,0,2705.0,1,219,1,0,2985,0,385,한식,29,5,2,0,4,968,0,0,0,0,1,0,0
66,0,2693.0,2,226,1,0,2985,0,1,일식,30,2,3,0,4,679,0,0,0,0,1,0,0
96,0,2671.0,3,218,1,0,2985,0,325,한식,31,2,4,0,4,765,0,0,0,0,0,0,1
283,0,2343.0,4,180,2,1,2806,1,2,중식,1,7,5,0,4,804,0,1,0,0,0,0,0
392,1,2313.0,3,101,2,0,2806,1,447,한식,7,9,4,0,4,1144,0,0,0,0,0,0,1
373,0,2243.0,4,190,2,0,2806,0,3,한식,8,7,5,0,5,970,0,0,0,0,0,1,0
67,0,2580.0,0,159,2,0,2806,0,758,한식,11,8,1,0,5,1459,0,0,0,0,0,1,0
51,0,2515.0,1,240,2,0,2806,0,648,한식,12,7,2,0,4,1102,1,0,0,0,0,0,0
61,0,2514.0,2,231,2,0,2806,0,0,한식,13,3,3,0,4,1044,1,0,0,0,0,0,0
73,0,2494.0,3,239,2,0,2806,0,605,한식,14,4,4,0,5,963,0,0,0,0,0,0,1
159,0,2369.0,4,278,2,0,2806,0,1,한식,15,2,5,0,4,682,0,0,0,0,0,1,0
104,0,2507.0,0,195,2,0,2806,0,728,양식,18,1,1,0,4,1314,0,0,0,0,0,0,1
62,0,2516.0,1,228,2,0,2806,0,663,한식,19,2,2,0,3,1052,0,0,0,0,0,0,1
65,0,2500.0,2,241,2,0,2806,0,0,한식,20,5,3,0,4,1005,0,0,0,0,1,0,0
81,0,2456.0,3,269,2,0,2806,0,540,한식,21,7,4,0,4,955,0,1,0,0,0,0,0
178,0,2327.0,4,301,2,0,2806,0,1,한식,22,8,5,0,4,631,0,0,0,0,0,1,0
122,0,2470.0,0,214,2,0,2806,0,752,한식,25,8,1,0,4,1299,0,0,0,0,0,1,0
109,0,2458.0,1,239,2,0,2806,0,644,한식,26,1,2,0,3,924,1,0,0,0,0,0,0
100,0,2432.0,2,274,2,0,2806,0,0,한식,27,2,3,0,4,944,0,0,0,0,1,0,0
254,0,2281.0,3,271,2,1,2806,1,116,한식,28,7,4,0,4,772,0,1,0,0,0,0,0
213,1,2451.0,0,172,3,0,2836,1,708,한식,4,8,1,0,4,1274,0,0,0,0,0,1,0
67,0,2539.0,1,230,3,0,2836,0,736,중식,5,3,2,0,3,940,0,0,0,0,0,1,0
56,0,2542.0,2,238,3,0,2836,0,0,한식,6,2,3,0,4,1061,0,0,0,0,1,0,0
45,0,2526.0,3,265,3,0,2836,0,589,한식,7,6,4,0,5,845,0,0,0,0,0,1,0
130,0,2406.0,4,300,3,0,2836,0,4,한식,8,2,5,0,3,663,0,0,0,1,0,0,0
81,0,2550.0,0,205,3,0,2836,0,690,한식,11,8,1,0,5,1277,0,0,0,0,0,1,0
59,0,2533.0,1,244,3,0,2836,0,642,한식,12,5,2,0,4,956,0,1,0,0,0,0,0
61,0,2531.0,2,244,3,0,2836,0,0,일식,13,3,3,0,4,953,0,0,0,0,0,0,1
62,0,2488.0,3,286,3,0,2836,0,417,한식,14,2,4,0,4,791,0,0,0,0,0,0,1
174,0,2358.0,4,304,3,0,2836,0,4,한식,15,7,5,0,4,630,0,1,0,0,0,0,0
107,0,2512.0,0,217,3,0,2836,0,607,한식,18,8,1,0,4,1261,0,0,0,0,0,1,0
72,0,2516.0,1,248,3,0,2836,0,553,중식,19,7,2,0,4,990,0,1,0,0,0,0,0
77,0,2498.0,2,261,3,0,2836,0,0,중식,20,3,3,0,4,970,0,0,1,0,0,0,0
81,0,2495.0,3,260,3,0,2836,0,457,한식,21,8,4,0,4,1214,0,1,0,0,0,0,0
168,0,2373.0,4,295,3,0,2836,0,3,한식,22,7,5,0,4,567,0,0,0,0,0,1,0
111,0,2493.0,0,232,3,0,2836,0,585,한식,25,8,1,0,5,1150,1,0,0,0,0,0,0
83,0,2501.0,1,252,3,0,2836,0,525,한식,26,7,2,0,4,919,0,0,0,0,0,1,0
92,0,2485.0,2,259,3,0,2836,0,0,한식,27,7,3,0,4,856,0,0,0,0,1,0,0
84,0,2470.0,3,282,3,0,2836,0,522,한식,28,7,4,0,5,810,0,1,0,0,0,0,0
239,0,2296.0,4,301,3,0,2836,0,1,양식,29,1,5,0,5,481,1,0,0,0,0,0,0
126,0,2499.0,0,197,4,0,2822,0,611,한식,1,8,1,0,5,1029,0,0,0,0,0,1,0
67,0,2502.0,1,253,4,0,2822,0,514,한식,2,2,2,0,4,855,0,0,0,0,0,1,0
59,0,2480.0,2,283,4,0,2822,0,0,한식,3,3,3,0,4,790,0,1,0,0,0,0,0
60,0,2474.0,3,288,4,0,2822,0,429,한식,4,5,4,0,4,745,0,1,0,0,0,0,0
185,0,2334.0,4,303,4,0,2822,0,1,한식,5,8,5,0,4,575,0,0,0,0,0,1,0
